tweetId|tweetDate|tweetText|hashtagList|location|numberRetweets|userMentions_userName
1034591443686436865|08-28-2018|NEWS: @SenateAgGOP, @SenateAgDems Announce Senate Confirmation of @USDA, @CFTC Posts
https://t.co/04Kx5rxg2w|||3|@SenateAgGOP,@SenateAgDems,@USDA,@CFTC
1034591427173527552|08-28-2018|@ActivistJournal @USDA @MonsantoCo That is because Bayer/Monsanto needs to keep paying those lawsuits over Glysopha? https://t.co/wlkf2EcvtN|||0|@ActivistJournal,@USDA,@MonsantoCo
1034591177314426880|08-28-2018|RT @USDA_NRCS: Wise use of water not only helps protect the environment but saves money & provides optimum growing conditions. Here are som?|||8|@USDA_NRCS
1034591104765648896|08-28-2018|@ActivistJournal @USDA @MonsantoCo Welfare for farmers 2018!|||0|@ActivistJournal,@USDA,@MonsantoCo
1034590896476438529|08-28-2018|RT @ActivistJournal: Yesterday the @USDA approved a $4.7 billion bailout for farmers because Trump's tariffs fucked them over. We highly do?|||1|@ActivistJournal,@USDA
1034590492686610432|08-28-2018|Yesterday the @USDA approved a $4.7 billion bailout for farmers because Trump's tariffs fucked them over. We highly? https://t.co/aTP9opaaGp|||1|@USDA
1034590379285393410|08-28-2018|RT @usdafsa: #DYK we have a disaster program to help #livestock producers with forage losses due to #drought? https://t.co/IZzXgLyiHZ https?|#DYK,#livestock,#drought||3|@usdafsa
1034590052913950720|08-28-2018|High-speed slaughter is dangerous and cruel, @USDA! Please protect workers, consumers, and animals--and uphold the? https://t.co/zAsvaKAeYL|||0|@USDA
1034589749498003461|08-28-2018|High-speed slaughter is dangerous and cruel, @USDA! Please protect workers, consumers, and animals--and uphold the? https://t.co/7TUxePELm3|||1|@USDA
1034589080414240768|08-28-2018|RT @USDA_NRCS: Healthy soil builds HOPE for a healthier future. Thank you, farmers! https://t.co/dz1JsAoS0M #soilhealthABCs #Back2School ht?|#soilhealthABCs,#Back2School||7|@USDA_NRCS
1034588814994489347|08-28-2018|RT @usdafsa: Are you a #pecan grower with losses from 2017 weather events? We may be able to help you replant/replace trees https://t.co/oo?|#pecan||10|@usdafsa
1034588649868984321|08-28-2018|High-speed slaughter is dangerous and cruel, @USDA! Please protect workers, consumers, and animals--and uphold the? https://t.co/jldb4tIrCr|||0|@USDA
1034587352914518016|08-28-2018|High-speed slaughter is dangerous and cruel, @USDA! Please protect workers, consumers, and animals--and uphold the? https://t.co/lNs4s5biUw|||0|@USDA
1034586916010778628|08-28-2018|RT @SenateCloakroom: Confirmed by Voice Vote: Exec. Cal. #1040 James Hubbard to be Under Secretary of Agriculture for Natural Resources and?|||8|@SenateCloakroom
1034586737857716225|08-28-2018|RT @USDA: Be sure to follow @TKOHUNGER for the latest updates and volunteer opportunities for the 2018 #FedsFeedFamilies campaign! https://?|#FedsFeedFamilies||9|@USDA,@TKOHUNGER
1034586604713717760|08-28-2018|RT @USDA: Hurricanes bring bad weather, but there's also potential threats to the safety of your stored food. Here are some #hurricane food?|#hurricane||49|@USDA
1034586116643532802|08-28-2018|RT @SenateCloakroom: Confirmed by Voice Vote: Exec. Cal. #1040 James Hubbard to be Under Secretary of Agriculture for Natural Resources and?|||8|@SenateCloakroom
1034586114638659591|08-28-2018|RT @wefishhm70: @POTUS @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrum?|||4|@wefishhm70,@POTUS,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta
1034586108804427777|08-28-2018|RT @wefishhm70: @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrump @reperikpaulsen @repj?|||5|@wefishhm70,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump,@RepErikPaulsen
1034586094648680450|08-28-2018|RT @wefishhm70: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrump @west?|||4|@wefishhm70,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump
1034586057793253378|08-28-2018|RT @SenateCloakroom: Confirmed by Voice Vote: Exec. Cal. #1040 James Hubbard to be Under Secretary of Agriculture for Natural Resources and?|||8|@SenateCloakroom
